year,age,sex,ranking,name
2020,Aged 35 and over,M,32,LUCAS
2020,Aged 35 and over,M,33,ARCHIE
2020,Aged 35 and over,M,34,DYLAN
2020,Aged 35 and over,M,35,FREDDIE
2020,Aged 35 and over,M,36,MOHAMMED
2020,Aged 35 and over,M,37,LOUIS
2020,Aged 35 and over,M,38,GABRIEL
2020,Aged 35 and over,M,39,ZACHARY
2020,Aged 35 and over,M,40,HUGO
2020,Aged 35 and over,M,41,JUDE
2020,Aged 35 and over,M,42,LUCA
2020,Aged 35 and over,M,43,ARLO
2020,Aged 35 and over,M,44,ALBERT
2020,Aged 35 and over,M,45,FELIX
2020,Aged 35 and over,M,46,ELIJAH
2020,Aged 35 and over,M,47,HARRISON
2020,Aged 35 and over,M,47,FINN
2020,Aged 35 and over,M,49,TEDDY
2020,Aged 35 and over,M,50,TOMMY
2020,Aged 35 and over,M,50,TOBY
2020,Aged 35 and over,M,52,DAVID
2020,Aged 35 and over,M,53,REUBEN
2020,Aged 35 and over,M,54,FREDERICK
2020,Aged 35 and over,M,54,STANLEY
2020,Aged 35 and over,M,56,ROMAN
2020,Aged 35 and over,M,57,RORY
2020,Aged 35 and over,M,57,ALBIE
2020,Aged 35 and over,M,59,LIAM
2020,Aged 35 and over,M,60,LOUIE
2020,Aged 35 and over,M,61,LOGAN
2020,Aged 35 and over,M,62,CHARLES
2020,Aged 35 and over,M,63,EZRA
2020,Aged 35 and over,M,64,JESSE
2020,Aged 35 and over,M,65,ELLIOT
2020,Aged 35 and over,M,66,MICHAEL
2020,Aged 35 and over,M,67,MASON
2020,Aged 35 and over,M,67,LUKE
2020,Aged 35 and over,M,69,JAKE
2020,Aged 35 and over,M,70,ALFRED
2020,Aged 35 and over,M,70,MILO
2020,Aged 35 and over,M,72,MOHAMMAD
2020,Aged 35 and over,M,73,JASPER
2020,Aged 35 and over,M,74,ROWAN
2020,Aged 35 and over,M,75,OTIS
2020,Aged 35 and over,M,76,ELLIOTT
2020,Aged 35 and over,M,77,GRAYSON
2020,Aged 35 and over,M,77,AUSTIN
2020,Aged 35 and over,M,79,JAXON
2020,Aged 35 and over,M,80,MATTHEW
2020,Aged 35 and over,M,81,NATHAN
2020,Aged 35 and over,M,82,RYAN
2020,Aged 35 and over,M,83,ALEX
2020,Aged 35 and over,M,84,WILFRED
2020,Aged 35 and over,M,85,LEON
2020,Aged 35 and over,M,85,OWEN
2020,Aged 35 and over,M,87,REGGIE
2020,Aged 35 and over,M,87,AARON
2020,Aged 35 and over,M,89,SONNY
2020,Aged 35 and over,M,90,RONNIE
2020,Aged 35 and over,M,91,ROBERT
2020,Aged 35 and over,M,92,ELLIS
2020,Aged 35 and over,M,92,TOBIAS
2020,Aged 35 and over,M,92,LEONARDO
2020,Aged 35 and over,M,95,CALEB
2020,Aged 35 and over,M,96,NATHANIEL
2020,Aged 35 and over,M,97,FRANKIE
2020,Aged 35 and over,M,98,IBRAHIM
2020,Aged 35 and over,M,99,BOBBY
2020,Aged 35 and over,M,99,AIDEN
2020,Aged 35 and over,M,101,YUSUF
2020,Aged 35 and over,M,105,RALPH
2020,Aged 35 and over,M,105,KAI
2020,Aged 35 and over,M,109,JENSON
2020,Aged 35 and over,M,110,JACKSON
2020,Aged 35 and over,M,112,JAYDEN
2020,Aged 35 and over,M,112,ELIAS
2020,Aged 35 and over,M,115,BLAKE
2020,Aged 35 and over,M,117,OLLIE
2020,Aged 35 and over,M,118,HUDSON
2020,Aged 35 and over,M,121,HUNTER
2020,Aged 35 and over,M,124,CARTER
2020,Aged 35 and over,M,129,ELI
2020,Aged 35 and over,M,135,RILEY
2020,Aged 35 and over,M,140,RUPERT
2020,Aged 35 and over,M,142,MYLES
2020,Aged 35 and over,M,142,MUSA
2020,Aged 35 and over,M,145,HARVEY
2020,Aged 35 and over,M,153,PATRICK
2020,Aged 35 and over,M,160,BILLY
2020,Aged 35 and over,M,166,DOMINIC
2020,Aged 35 and over,M,167,CHESTER
2020,Aged 35 and over,M,178,LORENZO
2020,Aged 35 and over,M,186,MARLEY
2020,Aged 35 and over,M,187,OAKLEY
2020,Aged 35 and over,M,187,JAXSON
2020,Aged 35 and over,M,193,HARLEY
2020,Aged 35 and over,M,199,CODY
2020,Aged 35 and over,M,202,TYLER
2020,Aged 35 and over,M,204,LEVI
2020,Aged under 25,F,1,AMELIA
2020,Aged under 25,F,2,AVA
2020,Aged under 25,F,3,OLIVIA
2020,Aged under 25,F,4,IVY
2020,Aged under 25,F,5,ISLA
2020,Aged under 25,F,6,ISABELLA
2020,Aged under 25,F,7,MIA
2020,Aged under 25,F,8,WILLOW
2020,Aged under 25,F,9,HARPER
2020,Aged under 25,F,10,ELSIE
2020,Aged under 25,F,11,ARABELLA
2020,Aged under 25,F,12,FREYA
2020,Aged under 25,F,13,ELLA
2020,Aged under 25,F,14,ROSIE
2020,Aged under 25,F,15,LILY
2020,Aged under 25,F,16,EVIE
2020,Aged under 25,F,17,SOFIA
2020,Aged under 25,F,18,LAYLA
2020,Aged under 25,F,19,SOPHIA
2020,Aged under 25,F,20,ARIA
2020,Aged under 25,F,21,DELILAH
2020,Aged under 25,F,22,BONNIE
2020,Aged under 25,F,23,SCARLETT
2020,Aged under 25,F,24,GRACE
2020,Aged under 25,F,25,SIENNA
2020,Aged under 25,F,26,NEVAEH
2020,Aged under 25,F,27,POPPY
2020,Aged under 25,F,28,ESME
2020,Aged under 25,F,29,MAISIE
2020,Aged under 25,F,30,DAISY
2020,Aged under 25,F,31,LUNA
2020,Aged under 25,F,32,ELIZA
2020,Aged under 25,F,33,MAYA
2020,Aged under 25,F,34,EVELYN
2020,Aged under 25,F,35,MILLIE
2020,Aged under 25,F,36,HALLIE
2020,Aged under 25,F,37,VIOLET
2020,Aged under 25,F,38,MILA
2020,Aged under 25,F,39,AURORA
2020,Aged under 25,F,40,BELLA
2020,Aged under 25,F,41,ESMAE
2020,Aged under 25,F,41,RUBY
2020,Aged under 25,F,43,PHOEBE
2020,Aged under 25,F,44,ISABELLE
2020,Aged under 25,F,45,MYLA
2020,Aged under 25,F,46,DARCIE
2020,Aged under 25,F,46,EMILY
2020,Aged under 25,F,48,EVA
2020,Aged under 25,F,49,GRACIE
2020,Aged under 25,F,50,LOLA
2020,Aged under 25,F,51,LILLY
2020,Aged under 25,F,52,FLORENCE
2020,Aged under 25,F,53,CHARLOTTE
2020,Aged under 25,F,53,LEXI
2020,Aged under 25,F,53,LOTTIE
2020,Aged under 25,F,56,EMILIA
2020,Aged under 25,F,57,AYLA
2020,Aged under 25,F,58,LYLA
2020,Aged under 25,F,58,MARIA
2020,Aged under 25,F,60,ALICE
2020,Aged under 25,F,61,NELLIE
2020,Aged under 25,F,61,PAISLEY
2020,Aged under 25,F,63,AMELIA-ROSE
2020,Aged under 25,F,64,MARNIE
2020,Aged under 25,F,65,MATILDA
2020,Aged under 25,F,66,AALIYAH
2020,Aged under 25,F,67,PENELOPE
2020,Aged under 25,F,68,SKYLAR
2020,Aged under 25,F,69,IVY-ROSE
2020,Aged under 25,F,70,MABEL
2020,Aged under 25,F,71,JESSICA
2020,Aged under 25,F,72,HARLOW
2020,Aged under 25,F,73,ADA
2020,Aged under 25,F,74,ELIZABETH
2020,Aged under 25,F,74,NANCY
2020,Aged under 25,F,76,ANASTASIA
2020,Aged under 25,F,76,ISLA-ROSE
2020,Aged under 25,F,78,THEA
2020,Aged under 25,F,79,ALAIA
2020,Aged under 25,F,80,ARIANA
2020,Aged under 25,F,80,ROBYN
2020,Aged under 25,F,80,ZARA
2020,Aged under 25,F,83,NOVA
2020,Aged under 25,F,84,AMAYA
2020,Aged under 25,F,84,SAVANNAH
2020,Aged under 25,F,86,ELLIE
2020,Aged under 25,F,86,HEIDI
2020,Aged under 25,F,88,IMOGEN
2020,Aged under 25,F,88,MADDISON
2020,Aged under 25,F,90,HOPE
2020,Aged under 25,F,90,MAEVE
2020,Aged under 25,F,90,MARYAM
2020,Aged under 25,F,90,SARA
2020,Aged under 25,F,94,LILLIE
2020,Aged under 25,F,95,EMMA
2020,Aged under 25,F,96,HARRIET
2020,Aged under 25,F,97,AUTUMN
2020,Aged under 25,F,97,SOPHIE
2020,Aged under 25,F,99,AVA-MAE
2020,Aged under 25,F,99,MYA
2020,Aged under 25,F,103,SUMMER
2020,Aged under 25,F,105,AISHA
2020,Aged under 25,F,108,JASMINE
2020,Aged under 25,F,111,IRIS
2020,Aged under 25,F,114,ROSE
2020,Aged under 25,F,118,ORLA
2020,Aged under 25,F,119,DARCY
2020,Aged under 25,F,122,FATIMA
2020,Aged under 25,F,128,ERIN
2020,Aged under 25,F,132,AMBER
2020,Aged under 25,F,137,ELEANOR
2020,Aged under 25,F,137,MOLLY
2020,Aged under 25,F,143,ABIGAIL
2020,Aged under 25,F,144,ELODIE
2020,Aged under 25,F,144,LUCY
2020,Aged under 25,F,149,CLARA
2020,Aged under 25,F,149,EDEN
2020,Aged under 25,F,149,HANNAH
2020,Aged under 25,F,166,CHLOE
2020,Aged under 25,F,166,LYRA
2020,Aged under 25,F,176,OLIVE
2020,Aged under 25,F,181,ANNABELLE
2020,Aged under 25,F,187,BEATRICE
2020,Aged under 25,F,193,HOLLY
2020,Aged under 25,F,210,LARA
2020,Aged under 25,F,219,MARGOT
2020,Aged under 25,F,233,ALEXANDRA
2020,Aged under 25,F,237,EDIE
2020,Aged under 25,F,237,FELICITY
2020,Aged under 25,F,263,ISABEL
2020,Aged 25 to 29,F,1,OLIVIA
2020,Aged 25 to 29,F,2,AMELIA
2020,Aged 25 to 29,F,3,ISLA
2020,Aged 25 to 29,F,4,AVA
2020,Aged 25 to 29,F,5,MIA
2020,Aged 25 to 29,F,6,IVY
2020,Aged 25 to 29,F,7,ROSIE
2020,Aged 25 to 29,F,8,FREYA
2020,Aged 25 to 29,F,9,LILY
2020,Aged 25 to 29,F,10,ELSIE
2020,Aged 25 to 29,F,11,WILLOW
2020,Aged 25 to 29,F,12,EVIE
2020,Aged 25 to 29,F,13,POPPY
2020,Aged 25 to 29,F,14,ELLA
2020,Aged 25 to 29,F,15,ISABELLA
2020,Aged 25 to 29,F,16,SOPHIA
2020,Aged 25 to 29,F,17,GRACE
2020,Aged 25 to 29,F,18,FLORENCE
2020,Aged 25 to 29,F,19,DAISY
2020,Aged 25 to 29,F,20,HARPER
2020,Aged 25 to 29,F,21,MILLIE
2020,Aged 25 to 29,F,22,EVELYN
2020,Aged 25 to 29,F,23,SOFIA
2020,Aged 25 to 29,F,24,PHOEBE
2020,Aged 25 to 29,F,25,SIENNA
2020,Aged 25 to 29,F,26,LUNA
2020,Aged 25 to 29,F,27,EMILY
2020,Aged 25 to 29,F,28,HALLIE
2020,Aged 25 to 29,F,29,RUBY
2020,Aged 25 to 29,F,30,MAISIE
2020,Aged 25 to 29,F,31,ARIA
2020,Aged 25 to 29,F,32,ISABELLE
2020,Aged 25 to 29,F,33,EMILIA
2020,Aged 25 to 29,F,34,ARABELLA
2020,Aged 25 to 29,F,35,PENELOPE
2020,Aged 25 to 29,F,36,MAYA
2020,Aged 25 to 29,F,37,MATILDA
2020,Aged 25 to 29,F,38,ALICE
2020,Aged 25 to 29,F,39,BONNIE
2020,Aged 25 to 29,F,40,CHARLOTTE
2020,Aged 25 to 29,F,41,EVA
2020,Aged 25 to 29,F,42,MILA
2020,Aged 25 to 29,F,43,ADA
2020,Aged 25 to 29,F,44,ELIZA
2020,Aged 25 to 29,F,45,DELILAH
2020,Aged 25 to 29,F,46,LAYLA
2020,Aged 25 to 29,F,47,VIOLET
2020,Aged 25 to 29,F,48,SCARLETT
2020,Aged 25 to 29,F,49,ESME
2020,Aged 25 to 29,F,50,ELLIE
2020,Aged 25 to 29,F,51,SOPHIE
2020,Aged 25 to 29,F,52,BELLA
2020,Aged 25 to 29,F,53,AURORA
2020,Aged 25 to 29,F,54,GRACIE
2020,Aged 25 to 29,F,55,AYLA
2020,Aged 25 to 29,F,56,LOLA
2020,Aged 25 to 29,F,57,LOTTIE
2020,Aged 25 to 29,F,57,IMOGEN
2020,Aged 25 to 29,F,59,THEA
2020,Aged 25 to 29,F,60,DARCIE
2020,Aged 25 to 29,F,61,NANCY
2020,Aged 25 to 29,F,62,MABEL
2020,Aged 25 to 29,F,63,JESSICA
2020,Aged 25 to 29,F,64,ERIN
2020,Aged 25 to 29,F,65,ELEANOR
2020,Aged 25 to 29,F,66,HARRIET
2020,Aged 25 to 29,F,66,ORLA
2020,Aged 25 to 29,F,68,MYLA
2020,Aged 25 to 29,F,69,ZARA
2020,Aged 25 to 29,F,69,ROSE
2020,Aged 25 to 29,F,71,MOLLY
2020,Aged 25 to 29,F,72,MARYAM
2020,Aged 25 to 29,F,72,EMMA
2020,Aged 25 to 29,F,74,MARIA
2020,Aged 25 to 29,F,75,LILLY
2020,Aged 25 to 29,F,76,CHLOE
2020,Aged 25 to 29,F,77,ESMAE
2020,Aged 25 to 29,F,78,HOLLY
2020,Aged 25 to 29,F,79,NELLIE
2020,Aged 25 to 29,F,80,LYLA
2020,Aged 25 to 29,F,81,LUCY
2020,Aged 25 to 29,F,82,EDEN
2020,Aged 25 to 29,F,83,MADDISON
2020,Aged 25 to 29,F,83,HANNAH
2020,Aged 25 to 29,F,85,ELIZABETH
2020,Aged 25 to 29,F,85,JASMINE
2020,Aged 25 to 29,F,87,ROBYN
2020,Aged 25 to 29,F,88,HEIDI
2020,Aged 25 to 29,F,88,SUMMER
2020,Aged 25 to 29,F,88,AISHA
2020,Aged 25 to 29,F,91,MAEVE
2020,Aged 25 to 29,F,92,IRIS
2020,Aged 25 to 29,F,92,LYRA
2020,Aged 25 to 29,F,94,AMAYA
2020,Aged 25 to 29,F,94,LARA
2020,Aged 25 to 29,F,96,DARCY
2020,Aged 25 to 29,F,97,MARGOT
2020,Aged 25 to 29,F,98,AALIYAH
2020,Aged 25 to 29,F,98,FATIMA
2020,Aged 25 to 29,F,98,INDIE
2020,Aged 25 to 29,F,101,AMBER
2020,Aged 25 to 29,F,101,FELICITY
2020,Aged 25 to 29,F,101,GEORGIA
2020,Aged 25 to 29,F,104,ELODIE
2020,Aged 25 to 29,F,105,SARA
2020,Aged 25 to 29,F,106,AUTUMN
2020,Aged 25 to 29,F,107,AMELIE
2020,Aged 25 to 29,F,108,PAISLEY
2020,Aged 25 to 29,F,108,MARNIE
2020,Aged 25 to 29,F,108,NOVA
2020,Aged 25 to 29,F,108,OLIVE
2020,Aged 25 to 29,F,115,EDIE
2020,Aged 25 to 29,F,116,NEVAEH
2020,Aged 25 to 29,F,116,ANASTASIA
2020,Aged 25 to 29,F,119,ABIGAIL
2020,Aged 25 to 29,F,121,HOPE
2020,Aged 25 to 29,F,124,ANNABELLE
2020,Aged 25 to 29,F,125,ARIANA
2020,Aged 25 to 29,F,125,SAVANNAH
2020,Aged 25 to 29,F,125,EDITH
2020,Aged 25 to 29,F,130,CLARA
2020,Aged 25 to 29,F,137,VICTORIA
2020,Aged 25 to 29,F,140,LEXI
2020,Aged 25 to 29,F,141,BEATRICE
2020,Aged 25 to 29,F,144,HARLOW
2020,Aged 25 to 29,F,148,OTTILIE
2020,Aged 25 to 29,F,164,SKYLAR
2020,Aged 25 to 29,F,167,MYA
2020,Aged 25 to 29,F,167,ANNA
2020,Aged 25 to 29,F,173,LILLIE
2020,Aged 30 to 34,F,1,OLIVIA
2020,Aged 30 to 34,F,2,AMELIA
2020,Aged 30 to 34,F,3,ISLA
2020,Aged 30 to 34,F,4,AVA
2020,Aged 30 to 34,F,5,LILY
2020,Aged 30 to 34,F,6,IVY
2020,Aged 30 to 34,F,7,GRACE
2020,Aged 30 to 34,F,8,FLORENCE
2020,Aged 30 to 34,F,9,MIA
2020,Aged 30 to 34,F,10,EMILY
2020,Aged 30 to 34,F,11,ROSIE
2020,Aged 30 to 34,F,12,SOPHIA
2020,Aged 30 to 34,F,13,EVELYN
2020,Aged 30 to 34,F,14,WILLOW
2020,Aged 30 to 34,F,14,POPPY
2020,Aged 30 to 34,F,16,FREYA
2020,Aged 30 to 34,F,17,SOPHIE
2020,Aged 30 to 34,F,18,ISABELLA
2020,Aged 30 to 34,F,19,CHARLOTTE
2020,Aged 30 to 34,F,20,ELLA
2020,Aged 30 to 34,F,21,SIENNA
2020,Aged 30 to 34,F,22,PHOEBE
2020,Aged 30 to 34,F,23,EVIE
2020,Aged 30 to 34,F,24,MATILDA
2020,Aged 30 to 34,F,25,ALICE
2020,Aged 30 to 34,F,26,ELSIE
2020,Aged 30 to 34,F,27,SOFIA
2020,Aged 30 to 34,F,28,EMILIA
2020,Aged 30 to 34,F,29,ISABELLE
2020,Aged 30 to 34,F,30,DAISY
2020,Aged 30 to 34,F,31,ADA
2020,Aged 30 to 34,F,32,EVA
2020,Aged 30 to 34,F,33,RUBY
2020,Aged 30 to 34,F,34,JESSICA
2020,Aged 30 to 34,F,35,MILLIE
2020,Aged 30 to 34,F,36,MAYA
2020,Aged 30 to 34,F,37,LUNA
2020,Aged 30 to 34,F,38,HARPER
2020,Aged 30 to 34,F,39,PENELOPE
2020,Aged 30 to 34,F,40,ELEANOR
2020,Aged 30 to 34,F,41,MOLLY
2020,Aged 30 to 34,F,41,CHLOE
2020,Aged 30 to 34,F,43,IMOGEN
2020,Aged 30 to 34,F,44,ELIZA
2020,Aged 30 to 34,F,45,THEA
2020,Aged 30 to 34,F,46,MILA
2020,Aged 30 to 34,F,47,ERIN
2020,Aged 30 to 34,F,48,HARRIET
2020,Aged 30 to 34,F,49,ESME
2020,Aged 30 to 34,F,50,VIOLET
2020,Aged 30 to 34,F,51,ARIA
2020,Aged 30 to 34,F,52,ROSE
2020,Aged 30 to 34,F,53,MAISIE
2020,Aged 30 to 34,F,54,ELIZABETH
2020,Aged 30 to 34,F,55,ORLA
2020,Aged 30 to 34,F,56,BONNIE
2020,Aged 30 to 34,F,57,ROBYN
2020,Aged 30 to 34,F,57,MARGOT
2020,Aged 30 to 34,F,59,EMMA
2020,Aged 30 to 34,F,60,HALLIE
2020,Aged 30 to 34,F,61,ARABELLA
2020,Aged 30 to 34,F,62,LOTTIE
2020,Aged 30 to 34,F,62,NANCY
2020,Aged 30 to 34,F,62,MABEL
2020,Aged 30 to 34,F,65,EDITH
2020,Aged 30 to 34,F,66,LUCY
2020,Aged 30 to 34,F,67,ZARA
2020,Aged 30 to 34,F,68,LOLA
2020,Aged 30 to 34,F,69,AMELIE
2020,Aged 30 to 34,F,70,HANNAH
2020,Aged 30 to 34,F,71,ELLIE
2020,Aged 30 to 34,F,71,IRIS
2020,Aged 30 to 34,F,73,GEORGIA
2020,Aged 30 to 34,F,74,AMBER
2020,Aged 30 to 34,F,75,HOLLY
2020,Aged 30 to 34,F,76,SCARLETT
2020,Aged 30 to 34,F,76,JASMINE
2020,Aged 30 to 34,F,78,LAYLA
2020,Aged 30 to 34,F,79,AYLA
2020,Aged 30 to 34,F,80,OLIVE
2020,Aged 30 to 34,F,81,BELLA
2020,Aged 30 to 34,F,82,MARIA
2020,Aged 30 to 34,F,83,AURORA
2020,Aged 30 to 34,F,84,LYRA
2020,Aged 30 to 34,F,85,CLARA
2020,Aged 30 to 34,F,86,FELICITY
2020,Aged 30 to 34,F,86,ANNA
2020,Aged 30 to 34,F,88,ELODIE
2020,Aged 30 to 34,F,89,ABIGAIL
2020,Aged 30 to 34,F,90,SUMMER
2020,Aged 30 to 34,F,91,GRACIE
2020,Aged 30 to 34,F,92,MARYAM
2020,Aged 30 to 34,F,92,LARA
2020,Aged 30 to 34,F,92,ANNABELLE
2020,Aged 30 to 34,F,95,DELILAH
2020,Aged 30 to 34,F,96,OTTILIE
2020,Aged 30 to 34,F,97,EDEN
2020,Aged 30 to 34,F,98,DARCIE
2020,Aged 30 to 34,F,98,HEIDI
2020,Aged 30 to 34,F,100,EDIE
2020,Aged 30 to 34,F,101,MAEVE
2020,Aged 30 to 34,F,103,ZOE
2020,Aged 30 to 34,F,104,MARTHA
2020,Aged 30 to 34,F,105,BEATRICE
2020,Aged 30 to 34,F,106,AISHA
2020,Aged 30 to 34,F,106,FATIMA
2020,Aged 30 to 34,F,108,LYLA
2020,Aged 30 to 34,F,109,INDIE
2020,Aged 30 to 34,F,111,ISABEL
2020,Aged 30 to 34,F,112,LILLY
2020,Aged 30 to 34,F,113,SARA
2020,Aged 30 to 34,F,116,HOPE
2020,Aged 30 to 34,F,121,AMAYA
2020,Aged 30 to 34,F,121,AUTUMN
2020,Aged 30 to 34,F,124,MYLA
2020,Aged 30 to 34,F,126,NINA
2020,Aged 30 to 34,F,127,VICTORIA
2020,Aged 30 to 34,F,129,DARCY
2020,Aged 30 to 34,F,143,ALEXANDRA
2020,Aged 30 to 34,F,148,MYA
2020,Aged 30 to 34,F,150,MARNIE
2020,Aged 30 to 34,F,156,LEXI
2020,Aged 30 to 34,F,158,NOVA
2020,Aged 30 to 34,F,163,SAVANNAH
2020,Aged 30 to 34,F,173,NELLIE
2020,Aged 30 to 34,F,173,AALIYAH
2020,Aged 30 to 34,F,176,MADDISON
2020,Aged 30 to 34,F,179,ARIANA
2020,Aged 30 to 34,F,183,ESMAE
2020,Aged 30 to 34,F,202,PAISLEY
2020,Aged 35 and over,F,1,OLIVIA
2020,Aged 35 and over,F,2,AMELIA
2020,Aged 35 and over,F,3,CHARLOTTE
2020,Aged 35 and over,F,4,ISLA
2020,Aged 35 and over,F,5,EMILY
2020,Aged 35 and over,F,6,AVA
2020,Aged 35 and over,F,6,FLORENCE
2020,Aged 35 and over,F,8,SOPHIE
2020,Aged 35 and over,F,9,SOPHIA
2020,Aged 35 and over,F,10,MIA
2020,Aged 35 and over,F,11,GRACE
2020,Aged 35 and over,F,12,LILY
2020,Aged 35 and over,F,13,ISABELLA
2020,Aged 35 and over,F,14,FREYA
2020,Aged 35 and over,F,15,ALICE
2020,Aged 35 and over,F,16,ELLA
2020,Aged 35 and over,F,16,SOFIA
2020,Aged 35 and over,F,18,POPPY
2020,Aged 35 and over,F,19,WILLOW
2020,Aged 35 and over,F,20,JESSICA
2020,Aged 35 and over,F,21,MATILDA
2020,Aged 35 and over,F,22,SIENNA
2020,Aged 35 and over,F,23,CHLOE
2020,Aged 35 and over,F,24,ROSIE
2020,Aged 35 and over,F,25,EVELYN
2020,Aged 35 and over,F,26,MAYA
2020,Aged 35 and over,F,27,DAISY
2020,Aged 35 and over,F,27,RUBY
2020,Aged 35 and over,F,29,EMILIA
2020,Aged 35 and over,F,30,PHOEBE
2020,Aged 35 and over,F,31,EVIE
2020,Aged 35 and over,F,32,IVY
2020,Aged 35 and over,F,33,EVA
2020,Aged 35 and over,F,34,ELIZABETH
2020,Aged 35 and over,F,35,ISABELLE
2020,Aged 35 and over,F,36,ELSIE
2020,Aged 35 and over,F,37,LUCY
2020,Aged 35 and over,F,38,MOLLY
2020,Aged 35 and over,F,39,HARRIET
2020,Aged 35 and over,F,39,EMMA
2020,Aged 35 and over,F,41,IMOGEN
2020,Aged 35 and over,F,42,ADA
2020,Aged 35 and over,F,43,ESME
2020,Aged 35 and over,F,44,ERIN
2020,Aged 35 and over,F,45,ANNA
2020,Aged 35 and over,F,46,ELEANOR
2020,Aged 35 and over,F,47,HANNAH
2020,Aged 35 and over,F,48,IRIS
2020,Aged 35 and over,F,49,ROSE
2020,Aged 35 and over,F,50,AMELIE
2020,Aged 35 and over,F,51,MILLIE
2020,Aged 35 and over,F,51,ABIGAIL
2020,Aged 35 and over,F,53,MARIA
2020,Aged 35 and over,F,54,JASMINE
2020,Aged 35 and over,F,55,SCARLETT
2020,Aged 35 and over,F,56,ZOE
2020,Aged 35 and over,F,57,ELIZA
2020,Aged 35 and over,F,58,HOLLY
2020,Aged 35 and over,F,59,GEORGIA
2020,Aged 35 and over,F,60,EDITH
2020,Aged 35 and over,F,61,LUNA
2020,Aged 35 and over,F,61,MAISIE
2020,Aged 35 and over,F,63,CLARA
2020,Aged 35 and over,F,64,AMBER
2020,Aged 35 and over,F,65,THEA
2020,Aged 35 and over,F,66,HARPER
2020,Aged 35 and over,F,66,MARGOT
2020,Aged 35 and over,F,66,LOTTIE
2020,Aged 35 and over,F,69,ELLIE
2020,Aged 35 and over,F,70,VIOLET
2020,Aged 35 and over,F,71,PENELOPE
2020,Aged 35 and over,F,71,ROBYN
2020,Aged 35 and over,F,71,NANCY
2020,Aged 35 and over,F,74,ZARA
2020,Aged 35 and over,F,75,ARIA
2020,Aged 35 and over,F,76,MABEL
2020,Aged 35 and over,F,77,BONNIE
2020,Aged 35 and over,F,78,ORLA
2020,Aged 35 and over,F,78,BEATRICE
2020,Aged 35 and over,F,80,LAYLA
2020,Aged 35 and over,F,81,ARABELLA
2020,Aged 35 and over,F,81,MARTHA
2020,Aged 35 and over,F,83,ALEXANDRA
2020,Aged 35 and over,F,84,VICTORIA
2020,Aged 35 and over,F,85,MILA
2020,Aged 35 and over,F,86,LYRA
2020,Aged 35 and over,F,87,BELLA
2020,Aged 35 and over,F,88,MARYAM
2020,Aged 35 and over,F,89,SARA
2020,Aged 35 and over,F,90,MAEVE
2020,Aged 35 and over,F,91,SUMMER
2020,Aged 35 and over,F,92,AURORA
2020,Aged 35 and over,F,93,ANNABELLE
2020,Aged 35 and over,F,94,AYLA
2020,Aged 35 and over,F,94,LARA
2020,Aged 35 and over,F,96,ELODIE
2020,Aged 35 and over,F,96,ISABEL
2020,Aged 35 and over,F,98,NINA
2020,Aged 35 and over,F,99,LOLA
2020,Aged 35 and over,F,99,AISHA
2020,Aged 35 and over,F,102,FATIMA
2020,Aged 35 and over,F,103,HOPE
2020,Aged 35 and over,F,104,HEIDI
2020,Aged 35 and over,F,106,EDEN
2020,Aged 35 and over,F,107,EDIE
2020,Aged 35 and over,F,109,GRACIE
2020,Aged 35 and over,F,113,AMAYA
2020,Aged 35 and over,F,115,OLIVE
2020,Aged 35 and over,F,116,FELICITY
2020,Aged 35 and over,F,122,OTTILIE
2020,Aged 35 and over,F,127,LILLY
2020,Aged 35 and over,F,131,SAVANNAH
2020,Aged 35 and over,F,143,HALLIE
2020,Aged 35 and over,F,143,INDIE
2020,Aged 35 and over,F,145,DELILAH
2020,Aged 35 and over,F,148,MYLA
2020,Aged 35 and over,F,152,DARCIE
2020,Aged 35 and over,F,157,LYLA
2020,Aged 35 and over,F,163,ARIANA
2020,Aged 35 and over,F,170,AUTUMN
2020,Aged 35 and over,F,170,DARCY
2020,Aged 35 and over,F,186,AALIYAH
2020,Aged 35 and over,F,198,NEVAEH
2020,Aged 35 and over,F,201,MARNIE
2020,Aged 35 and over,F,207,ANASTASIA
2020,Aged 35 and over,F,210,LEXI
2020,Aged 35 and over,F,213,ESMAE
2020,Aged 35 and over,F,224,MYA
2020,Aged 35 and over,F,236,SKYLAR
2020,Aged 35 and over,F,258,NOVA
