year,month,sex,name,count,ranking,prop
2003,Apr,M,MATTHEW,404,9,0.0155900285559929
2003,Apr,M,SAMUEL,400,10,0.0154356718376167
2003,Apr,M,,25914,0,1
2003,May,M,JACK,730,1,0.0268027610515494
2003,May,M,JOSHUA,683,2,0.025077103833162
2003,May,M,THOMAS,628,3,0.0230577177265384
2003,May,M,JAMES,558,4,0.020487589954472
2003,May,M,DANIEL,490,5,0.0179908944044647
2003,May,M,WILLIAM,453,6,0.0166323982963724
2003,May,M,BENJAMIN,430,7,0.0157879277426935
2003,May,M,OLIVER,423,8,0.0155309149654869
2003,May,M,SAMUEL,419,9,0.0153840505213688
2003,May,M,MATTHEW,405,10,0.0148700249669555
2003,May,M,,27236,0,1
2003,Jun,M,JACK,781,1,0.0294439208294062
2003,Jun,M,JOSHUA,687,2,0.0259000942507069
2003,Jun,M,THOMAS,628,3,0.0236757775683318
2003,Jun,M,JAMES,493,4,0.0185862393967955
2003,Jun,M,DANIEL,477,5,0.0179830348727615
2003,Jun,M,WILLIAM,455,6,0.0171536286522149
2003,Jun,M,OLIVER,420,7,0.0158341187558907
2003,Jun,M,SAMUEL,420,7,0.0158341187558907
2003,Jun,M,JOSEPH,410,9,0.0154571159283695
2003,Jun,M,MATTHEW,401,10,0.0151178133836004
2003,Jun,M,,26525,0,1
2003,Jul,M,JACK,804,1,0.0281640802886468
2003,Jul,M,JOSHUA,732,2,0.0256419238448874
2003,Jul,M,THOMAS,661,3,0.0231547973517357
2003,Jul,M,JAMES,601,4,0.0210530003152696
2003,Jul,M,DANIEL,543,5,0.0190212631800189
2003,Jul,M,OLIVER,475,6,0.0166392265386906
2003,Jul,M,BENJAMIN,474,7,0.0166041965880828
2003,Jul,M,SAMUEL,450,8,0.0157634777734963
2003,Jul,M,WILLIAM,445,9,0.0155883280204575
2003,Jul,M,MATTHEW,431,10,0.0150979087119487
2003,Jul,M,,28547,0,1
2003,Aug,M,JACK,761,1,0.0280459939559225
2003,Aug,M,JOSHUA,703,2,0.0259084543377313
2003,Aug,M,THOMAS,576,3,0.0212279796565195
2003,Aug,M,JAMES,540,4,0.019901230927987
2003,Aug,M,DANIEL,448,5,0.0165106508439596
2003,Aug,M,SAMUEL,445,6,0.0164000884499152
2003,Aug,M,BENJAMIN,428,7,0.0157735682169971
2003,Aug,M,OLIVER,411,8,0.015147047984079
2003,Aug,M,JOSEPH,404,9,0.0148890690646421
2003,Aug,M,WILLIAM,385,10,0.0141888405690278
2003,Aug,M,,27134,0,1
2003,Sep,M,JACK,836,1,0.0300762699669017
2003,Sep,M,THOMAS,676,2,0.0243200460497913
2003,Sep,M,JOSHUA,652,3,0.0234566124622248
2003,Sep,M,JAMES,541,4,0.0194632321197295
2003,Sep,M,DANIEL,496,5,0.0178442941430422
2003,Sep,M,SAMUEL,455,6,0.0163692617642826
2003,Sep,M,OLIVER,445,7,0.0160094977694632
2003,Sep,M,JOSEPH,441,8,0.0158655921715355
2003,Sep,M,HARRY,415,9,0.014930205785005
2003,Sep,M,BENJAMIN,403,10,0.0144984889912218
2003,Sep,M,,27796,0,1
2003,Oct,M,JACK,789,1,0.028542488152516
2003,Oct,M,JOSHUA,681,2,0.0246355315993199
2003,Oct,M,THOMAS,613,3,0.022175595991752
2003,Oct,M,JAMES,588,4,0.0212712079007344
2003,Oct,M,DANIEL,518,5,0.018738921245885
2003,Oct,M,OLIVER,466,6,0.0168577940165684
2003,Oct,M,SAMUEL,441,7,0.0159534059255508
2003,Oct,M,WILLIAM,440,8,0.0159172304019101
2003,Oct,M,BENJAMIN,428,9,0.0154831241182216
2003,Oct,M,JOSEPH,419,10,0.0151575444054553
2003,Oct,M,,27643,0,1
2003,Nov,M,JACK,674,1,0.0261220060460429
2003,Nov,M,JOSHUA,655,2,0.0253856290210061
2003,Nov,M,THOMAS,584,3,0.0226339043485001
2003,Nov,M,JAMES,487,4,0.0188745058522595
2003,Nov,M,OLIVER,444,5,0.0172079683745446
2003,Nov,M,BENJAMIN,431,6,0.0167041314626773
2003,Nov,M,DANIEL,424,7,0.0164328346639795
2003,Nov,M,WILLIAM,405,8,0.0156964576389427
2003,Nov,M,JOSEPH,378,9,0.0146500271296799
2003,Nov,M,HARRY,374,10,0.0144950003875669
2003,Nov,M,,25802,0,1
2003,Dec,M,JACK,757,1,0.0289196210268949
2003,Dec,M,JOSHUA,710,2,0.0271240831295844
2003,Dec,M,THOMAS,584,3,0.0223105134474328
2003,Dec,M,JAMES,529,4,0.0202093520782396
2003,Dec,M,JOSEPH,433,5,0.0165418704156479
2003,Dec,M,OLIVER,426,6,0.0162744498777506
2003,Dec,M,SAMUEL,415,7,0.015854217603912
2003,Dec,M,DANIEL,414,8,0.0158160146699266
2003,Dec,M,BENJAMIN,400,9,0.015281173594132
2003,Dec,M,HARRY,397,10,0.015166564792176
2003,Dec,M,,26176,0,1
2003,Jan,F,JESSICA,440,1,0.0177856825255669
2003,Jan,F,EMILY,436,2,0.0176239945026072
2003,Jan,F,CHLOE,408,3,0.0164921783418893
2003,Jan,F,HOLLY,406,4,0.0164113343304095
2003,Jan,F,ELLIE,405,5,0.0163709123246695
2003,Jan,F,MEGAN,353,6,0.0142689680261935
2003,Jan,F,SOPHIE,353,6,0.0142689680261935
2003,Jan,F,OLIVIA,344,8,0.0139051699745341
2003,Jan,F,CHARLOTTE,321,9,0.0129754638425159
2003,Jan,F,HANNAH,307,10,0.0124095557621569
2003,Jan,F,,24739,0,1
2003,Feb,F,CHLOE,410,1,0.0182774607703281
2003,Feb,F,EMILY,408,2,0.018188302425107
2003,Feb,F,ELLIE,376,3,0.0167617689015692
2003,Feb,F,JESSICA,364,4,0.0162268188302425
2003,Feb,F,SOPHIE,344,5,0.0153352353780314
2003,Feb,F,MEGAN,331,6,0.0147557061340942
2003,Feb,F,CHARLOTTE,324,7,0.0144436519258203
2003,Feb,F,LUCY,297,8,0.0132400142653352
2003,Feb,F,HANNAH,295,9,0.0131508559201141
2003,Feb,F,OLIVIA,286,10,0.0127496433666191
2003,Feb,F,,22432,0,1
2003,Mar,F,EMILY,440,1,0.0178738270301011
2003,Mar,F,CHLOE,427,2,0.01734573668603
2003,Mar,F,MEGAN,368,3,0.0149490189706301
2003,Mar,F,SOPHIE,363,4,0.0147459072998335
2003,Mar,F,JESSICA,362,5,0.0147052849656741
2003,Mar,F,ELLIE,342,6,0.0138928382824877
2003,Mar,F,OLIVIA,339,7,0.0137709712800098
2003,Mar,F,CHARLOTTE,324,8,0.0131616362676199
2003,Mar,F,LUCY,324,8,0.0131616362676199
2003,Mar,F,HANNAH,303,10,0.0123085672502742
2003,Mar,F,,24617,0,1
2003,Apr,F,EMILY,440,1,0.0177105136048945
2003,Apr,F,ELLIE,403,2,0.016221220415392
2003,Apr,F,JESSICA,398,3,0.0160199645789728
2003,Apr,F,CHLOE,393,4,0.0158187087425535
2003,Apr,F,SOPHIE,385,5,0.0154966994042827
2003,Apr,F,MEGAN,357,6,0.0143696667203349
2003,Apr,F,LUCY,334,7,0.0134438898728063
2003,Apr,F,OLIVIA,330,8,0.0132828852036709
2003,Apr,F,CHARLOTTE,328,9,0.0132023828691032
2003,Apr,F,HANNAH,311,10,0.0125181130252777
2003,Apr,F,,24844,0,1
2003,May,F,CHLOE,460,1,0.0179176566821174
2003,May,F,JESSICA,440,2,0.017138628130721
2003,May,F,ELLIE,431,3,0.0167880652825926
2003,May,F,EMILY,422,4,0.0164375024344642
2003,May,F,SOPHIE,399,5,0.0155416196003584
2003,May,F,CHARLOTTE,359,6,0.0139835624975655
2003,May,F,MEGAN,348,7,0.0135550967942975
2003,May,F,OLIVIA,342,8,0.0133213882288786
2003,May,F,HANNAH,334,9,0.01300977680832
2003,May,F,LUCY,333,10,0.0129708253807502
2003,May,F,,25673,0,1
2003,Jun,F,ELLIE,470,1,0.0188331463375541
2003,Jun,F,EMILY,442,2,0.0177111716621253
2003,Jun,F,JESSICA,414,3,0.0165891969866966
2003,Jun,F,CHLOE,379,4,0.0151867286424106
2003,Jun,F,SOPHIE,375,5,0.0150264465459208
2003,Jun,F,LUCY,338,6,0.01354383715339
2003,Jun,F,MEGAN,328,7,0.0131431319121654
2003,Jun,F,OLIVIA,325,8,0.013022920339798
2003,Jun,F,MIA,312,9,0.0125020035262061
2003,Jun,F,ELLA,306,10,0.0122615803814714
2003,Jun,F,,24956,0,1
2003,Jul,F,EMILY,539,1,0.0200543215388622
2003,Jul,F,ELLIE,502,2,0.018677679800573
2003,Jul,F,CHLOE,472,3,0.0175614837965547
2003,Jul,F,JESSICA,418,4,0.0155523309893217
2003,Jul,F,SOPHIE,383,5,0.014250102317967
2003,Jul,F,LUCY,365,6,0.0135803847155561
2003,Jul,F,MEGAN,363,7,0.0135059716486215
2003,Jul,F,OLIVIA,348,8,0.0129478736466123
2003,Jul,F,KATIE,330,9,0.0122781560442014
2003,Jul,F,HANNAH,329,10,0.0122409495107341
2003,Jul,F,,26877,0,1
2003,Aug,F,ELLIE,472,1,0.0180324737344795
2003,Aug,F,JESSICA,461,2,0.0176122254059217
2003,Aug,F,EMILY,455,3,0.0173829990448902
2003,Aug,F,CHLOE,434,4,0.0165807067812798
2003,Aug,F,SOPHIE,405,5,0.0154727793696275
2003,Aug,F,MEGAN,382,6,0.0145940783190067
2003,Aug,F,OLIVIA,355,7,0.0135625596943649
2003,Aug,F,CHARLOTTE,337,8,0.0128748806112703
2003,Aug,F,LUCY,334,9,0.0127602674307545
2003,Aug,F,KATIE,315,10,0.0120343839541547
2003,Aug,F,,26175,0,1
2003,Sep,F,EMILY,484,1,0.0183841683442853
2003,Sep,F,CHLOE,450,2,0.0170927185019182
2003,Sep,F,ELLIE,449,3,0.017054734683025
2003,Sep,F,SOPHIE,423,4,0.0160671553918031
2003,Sep,F,JESSICA,406,5,0.0154214304706195
2003,Sep,F,LUCY,379,6,0.0143958673605044
2003,Sep,F,OLIVIA,348,7,0.0132183689748167
2003,Sep,F,MEGAN,329,8,0.0124966764158469
2003,Sep,F,KATIE,316,9,0.0120028867702359
2003,Sep,F,ELLA,305,10,0.0115850647624112
2003,Sep,F,,26327,0,1
2003,Oct,F,EMILY,464,1,0.0174988686076331
2003,Oct,F,ELLIE,434,2,0.0163674762407603
2003,Oct,F,JESSICA,430,3,0.0162166239251773
2003,Oct,F,CHLOE,411,4,0.0155000754261578
2003,Oct,F,SOPHIE,407,5,0.0153492231105747
2003,Oct,F,LUCY,363,6,0.0136898476391613
2003,Oct,F,CHARLOTTE,344,7,0.0129732991401418
2003,Oct,F,OLIVIA,338,8,0.0127470206667672
2003,Oct,F,ELLA,330,9,0.0124453160356011
2003,Oct,F,MEGAN,326,10,0.0122944637200181
2003,Oct,F,,26516,0,1
2003,Nov,F,EMILY,447,1,0.018028555295636
2003,Nov,F,ELLIE,424,2,0.0171009115108494
2003,Nov,F,JESSICA,408,3,0.0164555940953457
2003,Nov,F,SOPHIE,397,4,0.0160119383721868
2003,Nov,F,CHLOE,390,5,0.0157296120029039
2003,Nov,F,LUCY,376,6,0.0151649592643381
2003,Nov,F,HOLLY,332,7,0.0133903363717028
2003,Nov,F,OLIVIA,330,8,0.0133096716947649
2003,Nov,F,MEGAN,305,9,0.0123013632330403
2003,Nov,F,KATIE,296,10,0.0119383721868194
2003,Nov,F,,24794,0,1
2003,Dec,F,HOLLY,623,1,0.0248424914267485
2003,Dec,F,EMILY,446,2,0.0177845123215567
2003,Dec,F,ELLIE,428,3,0.0170667517345881
2003,Dec,F,CHLOE,424,4,0.0169072493819284
2003,Dec,F,JESSICA,387,5,0.0154318526198261
2003,Dec,F,SOPHIE,358,6,0.0142754605630433
2003,Dec,F,OLIVIA,339,7,0.0135178243879097
2003,Dec,F,CHARLOTTE,314,8,0.0125209346837866
2003,Dec,F,LUCY,301,9,0.0120025520376426
2003,Dec,F,MEGAN,287,10,0.0114442938033336
2003,Dec,F,,25078,0,1
2004,Jan,M,JACK,742,1,0.0272944638587456
2004,Jan,M,JOSHUA,678,2,0.0249402243884495
2004,Jan,M,THOMAS,621,3,0.022843479860217
2004,Jan,M,DANIEL,499,4,0.0183557108699651
2004,Jan,M,JAMES,499,4,0.0183557108699651
2004,Jan,M,OLIVER,492,6,0.0180982159279014
2004,Jan,M,SAMUEL,459,7,0.01688431120103
2004,Jan,M,BENJAMIN,442,8,0.0162589663417326
2004,Jan,M,WILLIAM,425,9,0.0156336214824352
2004,Jan,M,JOSEPH,411,10,0.0151186315983079
2004,Jan,M,,27185,0,1
2004,Feb,M,JOSHUA,679,1,0.0267028472549945
2004,Feb,M,JACK,614,2,0.0241466100361806
2004,Feb,M,THOMAS,606,3,0.0238319962246343
2004,Feb,M,JAMES,511,4,0.0200959572125216
2004,Feb,M,OLIVER,456,5,0.0179329872581406
2004,Feb,M,SAMUEL,446,6,0.0175397199937077
2004,Feb,M,BENJAMIN,423,7,0.016635205285512
2004,Feb,M,JOSEPH,421,8,0.0165565518326255
2004,Feb,M,DANIEL,388,9,0.0152587698599969
2004,Feb,M,HARRY,376,10,0.0147868491426774
2004,Feb,M,,25428,0,1
2004,Mar,M,JACK,675,1,0.0249169435215947
2004,Mar,M,JOSHUA,668,2,0.0246585455887782
2004,Mar,M,THOMAS,588,3,0.0217054263565891
2004,Mar,M,JAMES,512,4,0.0188999630860096
2004,Mar,M,DANIEL,469,5,0.017312661498708
2004,Mar,M,OLIVER,466,6,0.0172019195275009
2004,Mar,M,BENJAMIN,450,7,0.0166112956810631
2004,Mar,M,SAMUEL,448,8,0.0165374677002584
2004,Mar,M,JOSEPH,420,9,0.0155038759689922
2004,Mar,M,WILLIAM,415,10,0.0153193060169804
2004,Mar,M,,27090,0,1
2004,Apr,M,JACK,704,1,0.0267792612879912
2004,Apr,M,JOSHUA,647,2,0.024611054053026
2004,Apr,M,THOMAS,578,3,0.0219863821370155
2004,Apr,M,JAMES,534,4,0.020312678306516
2004,Apr,M,DANIEL,492,5,0.0187150519228575
2004,Apr,M,SAMUEL,466,6,0.017726045113926
2004,Apr,M,OLIVER,443,7,0.0168511544752558
2004,Apr,M,BENJAMIN,429,8,0.0163186123473696
2004,Apr,M,JOSEPH,408,9,0.0155197991555403
2004,Apr,M,WILLIAM,404,10,0.0153676442618586
2004,Apr,M,,26289,0,1
2004,May,M,JACK,692,1,0.0253507711470125
2004,May,M,JOSHUA,687,2,0.0251676008352566
2004,May,M,THOMAS,624,3,0.0228596549071327
2004,May,M,JAMES,519,4,0.0190130783602594
2004,May,M,BENJAMIN,490,5,0.0179506905520753
2004,May,M,DANIEL,487,6,0.0178407883650218
2004,May,M,SAMUEL,473,7,0.0173279114921054
2004,May,M,OLIVER,455,8,0.0166684983697842
2004,May,M,WILLIAM,434,9,0.0158991830604096
2004,May,M,JOSEPH,411,10,0.0150565996263326
2004,May,M,,27297,0,1
2004,Jun,M,JACK,700,1,0.0257466529351184
2004,Jun,M,JOSHUA,657,2,0.0241650728262469
2004,Jun,M,THOMAS,621,3,0.0228409592467265
2004,Jun,M,JAMES,496,4,0.0182433426511696
2004,Jun,M,WILLIAM,483,5,0.0177651905252317
2004,Jun,M,DANIEL,480,6,0.0176548477269384
2004,Jun,M,SAMUEL,466,7,0.017139914668236
2004,Jun,M,OLIVER,464,8,0.0170663528027071
2004,Jun,M,BENJAMIN,419,9,0.0154112108283066
2004,Jun,M,JOSEPH,416,10,0.0153008680300132
2004,Jun,M,,27188,0,1
2004,Jul,M,JACK,724,1,0.0253155704744921
2004,Jul,M,JOSHUA,666,2,0.0232875275359278
2004,Jul,M,THOMAS,623,3,0.0217839784607853
2004,Jul,M,JAMES,525,4,0.0183572852197629
2004,Jul,M,SAMUEL,490,5,0.0171334662051121
2004,Jul,M,DANIEL,487,6,0.0170285674324277
2004,Jul,M,WILLIAM,468,7,0.0163642085387601
2004,Jul,M,OLIVER,444,8,0.0155250183572852
2004,Jul,M,JOSEPH,430,9,0.0150354907514249
2004,Jul,M,HARRY,418,10,0.0146158956606874
2004,Jul,M,,28599,0,1
2004,Aug,M,JACK,698,1,0.0252031052536559
2004,Aug,M,JOSHUA,626,2,0.0226033580068604
2004,Aug,M,THOMAS,613,3,0.0221339591984113
2004,Aug,M,JAMES,531,4,0.0191731359451164
2004,Aug,M,DANIEL,509,5,0.0183787687308178
2004,Aug,M,OLIVER,462,6,0.0166817115002708
2004,Aug,M,WILLIAM,459,7,0.016573388698321
2004,Aug,M,SAMUEL,443,8,0.015995667087922
2004,Aug,M,BENJAMIN,436,9,0.0157429138833725
2004,Aug,M,JOSEPH,396,10,0.014298609857375
2004,Aug,M,,27695,0,1
2004,Sep,M,JACK,708,1,0.0250335902694293
2004,Sep,M,JOSHUA,645,2,0.0228060250335903
2004,Sep,M,THOMAS,622,3,0.0219927869316173
2004,Sep,M,JAMES,526,4,0.0185984018103387
2004,Sep,M,SAMUEL,503,5,0.0177851637083657
2004,Sep,M,OLIVER,494,6,0.0174669401032459
2004,Sep,M,DANIEL,475,7,0.0167951347146595
2004,Sep,M,WILLIAM,441,8,0.0155929566508733
2004,Sep,M,BENJAMIN,436,9,0.0154161657591401
2004,Sep,M,JOSEPH,421,10,0.0148857930839403
2004,Sep,M,,28282,0,1
2004,Oct,M,JACK,731,1,0.0257204180007741
2004,Oct,M,JOSHUA,625,2,0.0219907814644101
2004,Oct,M,THOMAS,620,3,0.0218148552126948
2004,Oct,M,DANIEL,536,4,0.0188592941838781
2004,Oct,M,JAMES,524,5,0.0184370711797614
2004,Oct,M,OLIVER,478,6,0.0168185496639809
2004,Oct,M,SAMUEL,470,7,0.0165370676612364
2004,Oct,M,WILLIAM,454,8,0.0159741036557475
2004,Oct,M,JOSEPH,449,9,0.0157981774040322
2004,Oct,M,BENJAMIN,421,10,0.0148129903944267
2004,Oct,M,,28421,0,1
2004,Nov,M,JACK,712,1,0.0260243429949925
2004,Nov,M,THOMAS,595,2,0.0217478709017142
2004,Nov,M,JOSHUA,590,3,0.0215651156840528
2004,Nov,M,DANIEL,470,4,0.0171789904601776
2004,Nov,M,SAMUEL,461,5,0.016850031068387
2004,Nov,M,JAMES,455,6,0.0166307248071932
2004,Nov,M,OLIVER,450,7,0.0164479695895318
2004,Nov,M,WILLIAM,429,8,0.0156803976753536
2004,Nov,M,JOSEPH,413,9,0.0150955809788369
2004,Nov,M,HARRY,402,10,0.0146935194999817
2004,Nov,M,,27359,0,1
2004,Dec,M,JACK,680,1,0.0247344682089335
2004,Dec,M,JOSHUA,655,2,0.0238251127600757
2004,Dec,M,THOMAS,584,3,0.0212425432853194
2004,Dec,M,JAMES,503,4,0.0182962316310199
2004,Dec,M,OLIVER,461,5,0.0167685144769387
2004,Dec,M,SAMUEL,445,6,0.0161865269896697
2004,Dec,M,DANIEL,438,7,0.0159319074639895
2004,Dec,M,JOSEPH,434,8,0.0157864105921723
2004,Dec,M,WILLIAM,433,9,0.015750036374218
2004,Dec,M,HARRY,414,10,0.015058926233086
2004,Dec,M,,27492,0,1
2004,Jan,F,ELLIE,469,1,0.018149452420572
2004,Jan,F,EMILY,461,2,0.0178398668782168
2004,Jan,F,SOPHIE,404,3,0.0156340698889362
2004,Jan,F,CHLOE,399,4,0.0154405789249642
2004,Jan,F,JESSICA,381,5,0.0147440114546651
2004,Jan,F,LUCY,329,6,0.0127317054293564
2004,Jan,F,OLIVIA,328,7,0.0126930072365621
2004,Jan,F,MEGAN,320,8,0.0123834216942069
2004,Jan,F,CHARLOTTE,314,9,0.0121512325374405
2004,Jan,F,HOLLY,314,9,0.0121512325374405
2004,Jan,F,,25841,0,1
2004,Feb,F,CHLOE,428,1,0.0178937246540407
2004,Feb,F,EMILY,428,1,0.0178937246540407
2004,Feb,F,ELLIE,406,3,0.0169739537606087
2004,Feb,F,SOPHIE,383,4,0.0160123750992934
2004,Feb,F,JESSICA,355,5,0.0148417575985618
2004,Feb,F,LUCY,347,6,0.0145072954554956
2004,Feb,F,KATIE,341,7,0.014256448848196
2004,Feb,F,OLIVIA,305,8,0.0127513692043982
2004,Feb,F,CHARLOTTE,298,9,0.0124587148292153
2004,Feb,F,GRACE,279,10,0.0116643672394331
2004,Feb,F,,23919,0,1
2004,Mar,F,EMILY,441,1,0.0171588654137971
2004,Mar,F,ELLIE,434,2,0.016886502470721
2004,Mar,F,JESSICA,416,3,0.0161861406170966
2004,Mar,F,SOPHIE,401,4,0.0156025057390763
2004,Mar,F,CHLOE,366,5,0.0142406910236956
2004,Mar,F,CHARLOTTE,340,6,0.013229057235127
2004,Mar,F,KATIE,332,7,0.0129177853001829
2004,Mar,F,LUCY,326,8,0.0126843313489748
2004,Mar,F,OLIVIA,326,8,0.0126843313489748
2004,Mar,F,HANNAH,293,10,0.0114003346173301
2004,Mar,F,,25701,0,1
2004,Apr,F,EMILY,421,1,0.0167775873749651
2004,Apr,F,SOPHIE,399,2,0.0159008488423066
2004,Apr,F,ELLIE,397,3,0.0158211453393377
2004,Apr,F,JESSICA,362,4,0.0144263340373809
2004,Apr,F,CHLOE,357,5,0.0142270752799586
2004,Apr,F,CHARLOTTE,339,6,0.013509743753238
2004,Apr,F,LUCY,314,7,0.012513449966126
2004,Apr,F,KATIE,309,8,0.0123141912087036
2004,Apr,F,MEGAN,307,9,0.0122344877057347
2004,Apr,F,OLIVIA,302,10,0.0120352289483123
2004,Apr,F,,25093,0,1
2004,May,F,EMILY,475,1,0.018680929720376
2004,May,F,ELLIE,427,2,0.0167931726117906
2004,May,F,SOPHIE,414,3,0.0162819050615487
2004,May,F,JESSICA,399,4,0.0156919809651158
2004,May,F,CHLOE,356,5,0.0140008652220081
2004,May,F,LUCY,339,6,0.0133322845793841
2004,May,F,CHARLOTTE,331,7,0.0130176583946199
2004,May,F,KATIE,322,8,0.0126637039367601
2004,May,F,OLIVIA,318,9,0.012506390844378
2004,May,F,MEGAN,307,10,0.0120737798403272
2004,May,F,,25427,0,1
2004,Jun,F,EMILY,442,1,0.0169206033228696
2004,Jun,F,ELLIE,423,2,0.016193247071434
2004,Jun,F,CHLOE,393,3,0.0150447898323252
2004,Jun,F,JESSICA,384,4,0.0147002526605926
2004,Jun,F,SOPHIE,376,5,0.0143939973968303
2004,Jun,F,OLIVIA,342,6,0.0130924125258403
2004,Jun,F,LUCY,334,7,0.0127861572620779
2004,Jun,F,CHARLOTTE,319,8,0.0122119286425235
2004,Jun,F,KATIE,314,9,0.0120205191026721
2004,Jun,F,AMY,311,10,0.0119056733787612
2004,Jun,F,,26122,0,1
2004,Jul,F,EMILY,462,1,0.0171003442277085
2004,Jul,F,ELLIE,452,2,0.0167302069067624
2004,Jul,F,JESSICA,403,3,0.0149165340341267
2004,Jul,F,SOPHIE,401,4,0.0148425065699374
2004,Jul,F,CHLOE,367,5,0.0135840396787208
2004,Jul,F,CHARLOTTE,340,6,0.0125846689121664
2004,Jul,F,KATIE,340,6,0.0125846689121664
2004,Jul,F,LUCY,338,8,0.0125106414479772
2004,Jul,F,OLIVIA,322,9,0.0119184217344635
2004,Jul,F,GRACE,311,10,0.0115112706814228
2004,Jul,F,,27017,0,1
2004,Aug,F,EMILY,475,1,0.0178752869453957
2004,Aug,F,ELLIE,442,2,0.0166334249049787
2004,Aug,F,SOPHIE,429,3,0.0161442065254205
2004,Aug,F,JESSICA,412,4,0.0155044594136906
2004,Aug,F,CHLOE,366,5,0.0137733789937154
2004,Aug,F,OLIVIA,326,6,0.0122680916719979
2004,Aug,F,LUCY,320,7,0.0120422985737403
2004,Aug,F,KATIE,314,8,0.0118165054754826
2004,Aug,F,GRACE,310,9,0.0116659767433109
2004,Aug,F,AMY,295,10,0.0111014939976668
2004,Aug,F,,26573,0,1
2004,Sep,F,EMILY,476,1,0.0174537987679671
2004,Sep,F,ELLIE,463,2,0.0169771193898504
2004,Sep,F,JESSICA,460,3,0.0168671164564388
2004,Sep,F,CHLOE,389,4,0.014263713699032
2004,Sep,F,SOPHIE,369,5,0.0135303608096216
2004,Sep,F,OLIVIA,355,6,0.0130170137870343
2004,Sep,F,KATIE,330,7,0.0121003226752713
2004,Sep,F,LUCY,320,8,0.0117336462305661
2004,Sep,F,MEGAN,319,9,0.0116969785860956
2004,Sep,F,CHARLOTTE,305,10,0.0111836315635084
2004,Sep,F,,27272,0,1
2004,Oct,F,EMILY,478,1,0.0177391820678394
2004,Oct,F,ELLIE,448,2,0.0166258442811549
2004,Oct,F,JESSICA,444,3,0.0164773992429303
2004,Oct,F,CHLOE,378,4,0.0140280561122245
2004,Oct,F,OLIVIA,351,5,0.0130260521042084
2004,Oct,F,SOPHIE,345,6,0.0128033845468715
2004,Oct,F,LUCY,343,7,0.0127291620277592
2004,Oct,F,GRACE,342,8,0.0126920507682031
2004,Oct,F,CHARLOTTE,333,9,0.0123580494321977
2004,Oct,F,ELLA,303,10,0.0112447116455132
2004,Oct,F,,26946,0,1
2004,Nov,F,EMILY,445,1,0.017425013705067
2004,Nov,F,ELLIE,426,2,0.0166810243558619
2004,Nov,F,JESSICA,398,3,0.0155846189991385
2004,Nov,F,CHLOE,370,4,0.0144882136424152
2004,Nov,F,SOPHIE,368,5,0.0144098989740778
2004,Nov,F,OLIVIA,364,6,0.0142532696374031
2004,Nov,F,CHARLOTTE,317,7,0.0124128749314747
2004,Nov,F,KATIE,307,8,0.0120213015897878
2004,Nov,F,LUCY,295,9,0.0115514135797635
2004,Nov,F,MEGAN,293,10,0.0114730989114261
2004,Nov,F,,25538,0,1
2004,Dec,F,HOLLY,566,1,0.0218338926821741
2004,Dec,F,JESSICA,424,2,0.0163561316205686
2004,Dec,F,EMILY,395,3,0.0152374339389731
2004,Dec,F,SOPHIE,381,4,0.0146973729892374
2004,Dec,F,CHLOE,361,5,0.0139258573467577
2004,Dec,F,ELLIE,355,6,0.0136944026540138
2004,Dec,F,OLIVIA,346,7,0.013347220614898
2004,Dec,F,LUCY,303,8,0.0116884619835667
2004,Dec,F,MEGAN,298,9,0.0114955830729468
2004,Dec,F,CHARLOTTE,287,10,0.011071249469583
2004,Dec,F,,25923,0,1
2005,Jan,M,JACK,687,1,0.0255542330010415
2005,Jan,M,JOSHUA,601,2,0.0223553042701979
2005,Jan,M,THOMAS,575,3,0.0213881862818033
2005,Jan,M,JAMES,485,4,0.0180404701681297
2005,Jan,M,DANIEL,445,5,0.0165525963398304
2005,Jan,M,OLIVER,437,6,0.0162550215741705
2005,Jan,M,WILLIAM,427,7,0.0158830531170957
2005,Jan,M,SAMUEL,415,8,0.0154366909686059
2005,Jan,M,HARRY,402,9,0.0149531319744086
2005,Jan,M,BENJAMIN,380,10,0.0141348013688439
2005,Jan,M,,26884,0,1
2005,Feb,M,JOSHUA,587,1,0.0238153197013957
2005,Feb,M,JACK,560,2,0.0227198961376177
2005,Feb,M,THOMAS,515,3,0.0208941901979877
2005,Feb,M,JAMES,452,4,0.0183382018825057
2005,Feb,M,SAMUEL,401,5,0.0162690684842584
2005,Feb,M,DANIEL,398,6,0.0161473547549497
2005,Feb,M,WILLIAM,391,7,0.0158633560532295
2005,Feb,M,OLIVER,384,8,0.0155793573515093
2005,Feb,M,JOSEPH,357,9,0.0144839337877313
2005,Feb,M,BENJAMIN,354,10,0.0143622200584226
2005,Feb,M,,24648,0,1
2005,Mar,M,JACK,626,1,0.0227628086251409
2005,Mar,M,JOSHUA,616,2,0.0223991854841642
2005,Mar,M,THOMAS,563,3,0.0204719828369877
2005,Mar,M,OLIVER,477,4,0.0173448238245882
2005,Mar,M,DANIEL,465,5,0.0169084760554162
2005,Mar,M,JAMES,456,6,0.0165812152285371
2005,Mar,M,SAMUEL,438,7,0.0159266935747791
2005,Mar,M,BENJAMIN,433,8,0.0157448820042908
2005,Mar,M,WILLIAM,430,9,0.0156357950619977
2005,Mar,M,HARRY,383,10,0.0139267662994073
2005,Mar,M,,27501,0,1
